stationId,stationName,stationLongitude,stationLatitude,parkingQRBikeCnt,parkingELECBikeCnt,total,goo,dong
ST-1830,1069.강동경희대학교병원 입구,127.1568832,37.55305481,0,0,0,강동구,상일1동
ST-1831,1070.(시립)고덕평생학습관,127.1579208,37.55570221,1,0,1,강동구,고덕2동
ST-1832,1071.명일근린공원공동체텃밭,127.1599121,37.55568695,0,0,0,강동구,상일1동
ST-1833,1072.고덕역 5번출구,127.1537247,37.55486298,2,0,2,강동구,명일2동
ST-1834,1073. SSTS 몰 앞,127.1410523,37.54114532,10,6,16,강동구,천호3동
ST-1835,1074.대명초교입구 사거리,127.1491623,37.54683685,22,1,23,강동구,명일2동
ST-1836,1075.천동초교 삼거리,127.1371841,37.54136276,4,0,4,강동구,천호3동
ST-1837,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),127.141037,37.5398941,11,1,12,강동구,길동
ST-1838,1077.강동역 1번출구 앞,127.1325607,37.53620529,1,0,1,강동구,천호3동
ST-1839,1078.둔촌사거리,127.1336212,37.52197647,38,3,41,강동구,성내3동
ST-1840,1079.강일동입구교차로,127.170845,37.56184387,6,0,6,강동구,고덕2동
ST-1841,1080.엘웨딩,127.128418,37.5368309,4,0,4,강동구,성내2동
ST-1842,1081.트레빌빌딩,127.1295319,37.53699875,0,0,0,강동구,천호3동
ST-1843,1082.중앙보훈병원역3번출구,127.1490097,37.52956009,3,0,3,강동구,둔촌2동
ST-1844,1083.광문고교사거리(아이파크),127.1565933,37.56036758,11,0,11,강동구,고덕1동
ST-1687,1084. 윤선생빌딩(JYP사옥),127.1291275,37.5239296,20,2,22,강동구,성내3동
ST-1845,1085.래미안 솔베뉴(고덕로),127.145874,37.55456924,5,2,7,강동구,명일1동
ST-1846,1086.래미안 솔베뉴(구천면로),127.1454544,37.55059814,1,0,1,강동구,명일1동
ST-1848,1088.풍납사거리(강동),127.1195221,37.52812195,12,0,12,송파구,성내1동
ST-1849,1089.고덕 래미안힐스테이트(201동),127.146698,37.56060028,0,0,0,강동구,고덕1동
ST-1850,1090.상일동역 2번출구 앞,127.1661453,37.5567894,7,0,7,강동구,고덕2동
ST-507,1101. 개화동상사마을종점 버스정류장,126.7985992,37.58161163,10,0,10,강서구,방화2동
ST-508,1102. 방화사거리 마을버스 버스정류장,126.8118057,37.57364273,5,0,5,강서구,방화1동
ST-831,1103. 방화역 4번출구앞,126.8119965,37.57710648,6,0,6,강서구,방화3동
ST-509,1105. 방화근린공원,126.8126526,37.58162308,14,0,14,강서구,방화3동
ST-824,1106. 신방화사거리,126.816452,37.57303238,1,0,1,강서구,방화1동
ST-510,1108. 공항시장역 2번출구 뒤,126.8106079,37.56387329,5,0,5,강서구,방화1동
ST-511,1109. 공항시장역 4번출구,126.8104858,37.56334686,1,2,3,강서구,공항동
ST-828,1110. 공항중학교앞,126.816246,37.56220245,3,0,3,강서구,공항동
ST-512,1111. 마곡엠밸리6_7단지 마곡중학교,126.8218002,37.56698227,7,0,7,강서구,방화1동
ST-513,1112. 마곡엠밸리4단지 정문,126.8247757,37.56857681,11,0,11,강서구,가양1동
ST-514,1113. 서남환경공원 버스정류장,126.8223877,37.57312393,2,0,2,강서구,가양1동
ST-834,1117. 등촌5단지아파트 버스정류장,126.8442612,37.55819702,2,1,3,강서구,등촌3동
ST-516,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),126.8614578,37.55746078,10,1,11,강서구,등촌1동
ST-517,1119. 염창동 한마음아파트 앞,126.8675613,37.55425262,5,0,5,강서구,염창동
ST-518,1120. 대림경동아파트앞,126.8546448,37.564785,3,0,3,강서구,가양2동
ST-519,1121. 가양레포츠센터 앞,126.8643799,37.55947876,12,0,12,강서구,가양3동
ST-520,1122. 황금내근린공원,126.8641663,37.56192398,6,1,7,강서구,가양3동
ST-522,1124. 발산역 6번 출구 뒤,126.8384552,37.55817795,10,3,13,강서구,우장산동
ST-835,1125. 명덕고교입구(영종빌딩),126.8365707,37.55291367,19,0,19,강서구,우장산동
ST-523,1126. 우장산역 1번출구옆(우장산아이파크105동앞),126.8365631,37.54890823,4,1,5,강서구,우장산동
ST-524,1127. 화곡역 버스정류장,126.8385468,37.54098129,17,1,18,강서구,화곡1동
ST-829,1128. 화곡역 6번출구,126.8402252,37.54141235,6,0,6,강서구,화곡1동
ST-525,1129. 화곡역 1번 출구 앞,126.8402176,37.542099,9,0,9,강서구,우장산동
ST-526,1130. 화곡본동시장 버스정류장,126.8426209,37.54275131,1,0,1,강서구,화곡본동
ST-528,1132. 등촌역 7번출구,126.8637085,37.55110931,4,1,5,강서구,등촌2동
ST-530,1135. 강서구의회,126.8625488,37.54653168,13,0,13,강서구,등촌2동
ST-531,1136. 등촌2파출소,126.8619995,37.54478836,10,0,10,강서구,등촌2동
ST-532,1137. 등촌2동주민센터,126.8633728,37.54126358,12,4,16,강서구,등촌2동
ST-533,1139. 용문사 버스정류장,126.8633347,37.53650665,1,0,1,강서구,등촌2동
ST-534,1140. 목동사거리 버스정류장,126.8636093,37.53139877,3,1,4,강서구,화곡4동
ST-535,1141. 곰달래 문화복지센터 1-1,126.8484802,37.52906036,11,0,11,강서구,화곡8동
ST-536,1145. 곰달래 문화복지센터 1-2,126.8480835,37.52891922,3,0,3,강서구,화곡1동
ST-538,1148. 볏골공원,126.84478,37.54146957,2,0,2,강서구,화곡본동
ST-975,1149. 신방화역환승주차장,126.8182755,37.56728363,13,0,13,강서구,방화1동
ST-1062,1150. 송정역 1번출구,126.8106995,37.56153107,7,3,10,강서구,공항동
ST-1063,1151. 마곡역1번출구,126.8241425,37.56020737,5,1,6,강서구,공항동
ST-1064,1152. 마곡역교차로,126.8265228,37.55831146,38,1,39,강서구,발산1동
ST-1065,"1153. 발산역 1번, 9번 인근 대여소",126.8371735,37.55894852,23,0,23,강서구,가양1동
ST-1067,1155. 기쁜우리복지관,126.8484192,37.56925964,4,0,4,강서구,가양1동
ST-1069,1157. 강서구청,126.8497696,37.55065918,4,0,4,강서구,화곡6동
ST-1249,1158. 가양역 8번출구,126.8548126,37.56103516,25,1,26,강서구,가양2동
ST-1250,1159. 서서울모터리움 앞,126.8465958,37.56585312,20,2,22,강서구,가양1동
ST-1251,1160. 양천향교역 7번출구앞,126.8408966,37.56768036,13,1,14,강서구,가양1동
ST-1252,1161. 강서면허시험장 앞,126.819664,37.54969406,0,1,1,강서구,발산1동
ST-1253,1162. 공항초등학교건너편,126.8204727,37.56267929,2,0,2,강서구,공항동
ST-1254,1163. 방화동강서기동대앞,126.8200836,37.57049942,3,0,3,강서구,방화1동
ST-1338,1165. 마곡중학교 후문,126.8216476,37.56844711,6,0,6,강서구,방화1동
ST-1351,1166. 강서구립등빛도서관,126.8424606,37.56256866,8,1,9,강서구,등촌3동
ST-1352,1167. 마곡수명산파크3단지 교차로,126.8258667,37.55350876,1,2,3,강서구,발산1동
ST-1402,1168. 마곡엠밸리10단지 앞,126.8187561,37.56029129,3,1,4,강서구,공항동
ST-1506,1169. 염창역 1번 출구,126.8744888,37.54719925,5,0,5,강서구,염창동
ST-1507,1170. 강서구보건소,126.8687973,37.54917908,16,2,18,강서구,염창동
ST-1508,1171. 염창동 새마을금고 건너편,126.8731613,37.55004883,2,0,2,강서구,염창동
ST-1509,1172. 가양3동 주민센터,126.8605804,37.56124878,4,3,7,강서구,가양3동
ST-1510,1173. 강서구청사거리(SH타워),126.8530731,37.55673599,7,0,7,강서구,등촌1동
ST-1511,1174. 강서구청사거리(부민병원),126.8511658,37.55661392,1,0,1,강서구,등촌3동
ST-1512,1175. 대한항공 인력개발센터,126.8575363,37.55437851,9,3,12,강서구,등촌1동
ST-1514,1177. 수명중?고교,126.8236771,37.55010986,0,1,1,강서구,발산1동
ST-1515,1178. 개화산역 2번 출구,126.8061676,37.57247162,3,0,3,강서구,방화2동
ST-1517,1180. 마곡엠밸리 15단지(1502동) 건너편,126.8297195,37.55746841,3,2,5,강서구,발산1동
ST-1518,1181. 농수산식품공사 (강서지사),126.8184967,37.55104446,6,0,6,강서구,발산1동
ST-1519,1182. KBS 스포츠월드,126.8488083,37.55687714,3,0,3,강서구,등촌3동
ST-1520,1183. KC 대학교,126.8534012,37.54832077,12,0,12,강서구,화곡6동
ST-1645,1184. 마곡13단지,126.815979,37.55644989,4,1,5,강서구,공항동
ST-1646,1185. 등촌9단지,126.8494721,37.56290054,2,0,2,강서구,등촌3동
ST-1647,1186. 송정중학교,126.8160934,37.55472946,4,0,4,강서구,공항동
ST-1676,1187. 강서수산물도매시장,126.818367,37.55302048,10,2,12,강서구,발산1동
ST-1708,1188. 롯데중앙연구소,126.8283386,37.57138062,8,2,10,강서구,가양1동
ST-1709,1190. 마곡역 교차로(2번출구),126.8266525,37.5605011,5,0,5,강서구,공항동
ST-1689,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",126.8271637,37.5602417,9,1,10,강서구,가양1동
ST-1710,1192. 마곡수명산파크 209동 건너편,126.8268967,37.55545044,20,1,21,강서구,발산1동
ST-1688,1193. 마곡센트럴타워 1차,126.832077,37.55947113,31,0,31,강서구,가양1동
ST-1711,1194. 센서텍㈜,126.8368225,37.56330109,21,0,21,강서구,가양1동
ST-1712,1195. 코오롱One&Only타워,126.8343124,37.56412888,24,2,26,강서구,가양1동
ST-1713,1196. 서울식물원(문화센터) 건너편,126.8358307,37.56824112,11,0,11,강서구,가양1동
ST-1714,1197. 엠펠리체 호텔 건너편,126.8358078,37.5602417,4,2,6,강서구,가양1동
ST-1715,1198. LG 사이언스파크,126.8274384,37.56254959,0,0,0,강서구,가양1동
ST-1694,1199. 우장산역 3번출구,126.8361282,37.54782104,20,0,20,강서구,발산1동
ST-1695,1200. 개화광역환승센터,126.7989731,37.57844925,7,0,7,강서구,방화2동
ST-838,1201. 가락시장역 3번 출구,127.1185455,37.49317932,18,8,26,송파구,가락본동
ST-737,1203. 밀리아나2빌딩 앞,127.1206207,37.49372864,44,5,49,송파구,가락본동
ST-930,1204. 거여역 3번출구,127.1447296,37.49334335,3,0,3,송파구,거여2동
ST-539,1205. 종합운동장역 4번출구,127.071373,37.51042938,22,3,25,송파구,잠실7동
ST-540,1206. 9호선종합운동장역 9번출구,127.0782394,37.51128006,13,5,18,송파구,잠실7동
ST-738,1207. 마천중앙시장,127.152504,37.49975586,3,1,4,송파구,마천2동
ST-541,1208. 풍납현대아파트쉼터,127.1199646,37.52974701,23,3,26,송파구,성내1동
ST-542,1209. 잠실나루역 (2번 출구 쪽),127.1042023,37.52045059,1,1,2,송파구,행정동
ST-891,1210. 롯데월드타워(잠실역2번출구 쪽),127.1009598,37.51312637,29,0,29,송파구,잠실6동
ST-839,1212. 송파역 2번 출구앞,127.1128693,37.49941254,10,9,19,송파구,송파2동
ST-543,1213. 백토공원 앞,127.1332169,37.50831985,2,0,2,송파구,오륜동
ST-740,1214. 오금역 7번 출구 인근,127.1276474,37.50259399,5,0,5,송파구,가락본동
ST-544,1215. 올림픽공원역 1번출구 앞,127.1315384,37.51657104,5,0,5,송파구,오륜동
ST-545,1217. 송파파인타운 7단지,127.1297989,37.47930527,2,0,2,송파구,장지동
ST-892,1218. 방이역 4번출구,127.1258392,37.50896835,34,11,45,송파구,방이1동
ST-546,1220. 잠실근린공원,127.0840378,37.50569153,10,0,10,송파구,잠실본동
ST-933,1221. 삼전역 4번출구,127.087532,37.50419998,15,0,15,송파구,잠실본동
ST-547,1222. 잠실새내역 5번 출구 뒤,127.0850525,37.51198196,20,1,21,송파구,잠실2동
ST-548,1224. 아시아지하보도 2번 출구,127.0789337,37.51216888,7,3,10,송파구,잠실2동
ST-894,1226. 잠실4동 주민센터 옆,127.1123657,37.52007675,10,0,10,송파구,행정동
ST-895,1227. 거여역 8번출구 뒤,127.1438217,37.49312592,0,0,0,송파구,거여1동
ST-896,1228. 마천사거리 ,127.1462021,37.49769974,9,1,10,송파구,거여2동
ST-549,1229. 송파체육문화회관 앞,127.1431274,37.49068832,0,0,0,송파구,거여2동
ST-897,1230. 송파중학교 정문,127.1305924,37.49567032,0,0,0,송파구,가락2동
ST-840,1231. 잠실역 6번출구,127.0990295,37.51408768,14,0,14,송파구,잠실3동
ST-550,1232. 잠실주공 521동 건너편,127.0961914,37.51208878,17,0,17,송파구,잠실3동
ST-551,1233. 잠실3거리(갤러리아팰리스),127.0933685,37.51050949,23,4,27,송파구,잠실3동
ST-553,1235. 잠실트리지움310동 옆,127.0871658,37.50887299,10,1,11,송파구,잠실3동
ST-899,1239. 문정 법조단지3,127.1180115,37.48084259,20,2,22,송파구,문정2동
ST-900,1240. 문정 법조단지4,127.1185684,37.48057556,7,3,10,송파구,문정2동
ST-901,1241. 문정 법조단지5,127.1197968,37.48123932,3,3,6,송파구,문정2동
ST-902,1242. 문정 법조단지6,127.1191635,37.48163223,20,0,20,송파구,문정2동
ST-903,1243. 문정 법조단지7,127.120163,37.4845314,28,3,31,송파구,문정2동
ST-904,1244. 문정 법조단지8,127.1221237,37.48153687,9,2,11,송파구,문정2동
ST-905,1245. 문정 법조단지9,127.1253281,37.47946548,8,0,8,송파구,문정2동
ST-906,1246. 문정 법조단지10,127.1263275,37.47750854,11,0,11,송파구,문정2동
ST-907,1247. 문정 법조단지11,127.1235123,37.4788208,5,1,6,송파구,문정2동
ST-908,1248. 방이초등학교,127.1216736,37.51396179,17,3,20,송파구,방이1동
ST-909,1249. 아주중학교건너편,127.0773468,37.50546265,1,0,1,송파구,잠실7동
ST-981,1250.문정2동 주민센터,127.1108398,37.48987198,16,0,16,송파구,문정2동
ST-1070,1251. 석촌역 2번출구,127.1077499,37.50593185,10,0,10,송파구,송파1동
ST-1072,1253. 오금역 3번 출구 뒤,127.1281815,37.50165176,9,0,9,송파구,가락2동
ST-1075,1256. 문정현대아파트 교차로,127.1258087,37.49113083,0,0,0,송파구,문정1동
ST-1076,1257. 가락시장역 사거리,127.1177521,37.49209976,21,4,25,송파구,문정2동
ST-1077,1258. 가락미륭아파트 앞,127.1289978,37.49319839,0,0,0,송파구,가락2동
ST-1078,1259. 방이역 1번출구,127.1265945,37.50898361,16,3,19,송파구,오금동
ST-1079,1260. 방이동 한양3차아파트 옆,127.1213989,37.50630188,1,0,1,송파구,방이1동
ST-1081,1262. 송파여성문화회관 앞,127.1097183,37.50580215,6,0,6,송파구,송파1동
ST-1082,1263. 장지공영차고지,127.1370163,37.48054123,5,0,5,송파구,위례동
ST-1083,1264. 천호역 10번 출구 앞,127.1228027,37.53858185,10,0,10,송파구,풍납1동
ST-1084,1265. 문정동 근린공원,127.1247635,37.48598862,19,15,34,송파구,문정1동
ST-1085,1266. 문정동 글샘 공원,127.1200028,37.47880936,6,4,10,송파구,문정2동
ST-1086,1267. 올림픽공원 남2문 앞,127.1230698,37.51424026,27,3,30,송파구,오륜동
ST-1087,1268. 몽촌토성역 1번출구 옆,127.1141968,37.51728821,7,3,10,송파구,오륜동
ST-1088,1269. 리센츠아파트 ,127.091217,37.51194382,15,3,18,송파구,잠실2동
ST-1089,1271. 송파도서관,127.1353912,37.49998474,10,1,11,송파구,오금동
ST-1092,1274. 영파여고 앞,127.121048,37.53284836,5,6,11,송파구,풍납동
ST-1367,1275. 거여초등학교 옆,127.1393662,37.50458908,10,0,10,송파구,오금동
ST-1408,1277. 성내6교,127.1370926,37.50375748,13,4,17,송파구,거여1동
ST-1409,1278. 송파구청 교차로,127.1068192,37.51579666,51,3,54,송파구,방이2동
ST-1410,1279. 마천금호어울림 1차아파트 건너편,127.1546783,37.49751663,7,0,7,송파구,마천1동
ST-1411,1280. 송파파크데일 2단지입구 앞 주차장,127.1571732,37.49565887,0,1,1,송파구,마천1동
ST-1413,1282. 송파소방서 맞은편(성내4교),127.1414795,37.49987411,11,4,15,송파구,거여1동
ST-1414,1283. 오금공원 사거리,127.131691,37.50541306,7,1,8,송파구,가락2동
ST-1416,1285. 위례별 유치원 뒤,127.1445923,37.4774704,4,0,4,송파구,위례동
ST-1417,1286. 위례중앙푸르지오 1단지 앞,127.1406708,37.47437668,7,0,7,송파구,위례동
ST-1418,1287. 위례아이파크 101동 맞은편,127.1415176,37.47753143,5,2,7,송파구,위례동
ST-1419,1288. 문정중교 사거리,127.1310883,37.48799896,3,0,3,송파구,장지동
ST-1422,1289. 풍납토성 서성벽터B,127.1110916,37.53147125,3,2,5,송파구,성내1동
ST-1579,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,127.1375427,37.47458267,7,2,9,송파구,위례동
ST-1580,1291. 서울체육고등학교 앞,127.1318665,37.52193832,20,3,23,송파구,오륜동
ST-1582,1293. 석촌호수 서호 사거리,127.0965576,37.50656128,28,5,33,송파구,잠실3동
ST-1584,1295. 잠실역 8번출구,127.1003037,37.51396179,2,0,2,송파구,잠실6동
ST-1585,1296. 석촌호수교차로 (송파나루근린공원 앞),127.1034317,37.50867844,11,5,16,송파구,잠실3동
ST-1586,1297. 석촌호수교차로(동호 팔각정 앞),127.1041184,37.50920105,56,12,68,송파구,잠실6동
ST-1588,1299. 송파소방서 (방이119안전센터),127.1367111,37.51987839,9,1,10,송파구,오륜동
ST-1589,1300. 오륜사거리,127.1392212,37.50693893,3,0,3,송파구,오금동
ST-825,1302. 한성대입구역6번출구 뒤,127.0063095,37.58876419,4,0,4,성북구,성북동
ST-931,1303. 돈암초교 입구,127.012497,37.59169388,4,0,4,성북구,성북동
ST-826,1304. 만해공원,126.9923096,37.59440231,8,3,11,성북구,성북동
ST-947,1305. 성북구청,127.0164337,37.58932877,12,3,15,성북구,삼선동
ST-842,1306. 한성대입구역2번출구,127.0067062,37.58844757,1,1,2,성북구,삼선동
ST-827,1308. 안암로터리 버스정류장 앞,127.0289764,37.58259201,25,1,26,성북구,안암동
ST-559,1314. 정릉꿈에그린1단지 201동 앞,127.0116882,37.60243988,7,0,7,성북구,정릉2동
ST-560,1315. 고려사대부속중고 정문,127.0032806,37.60776138,0,0,0,성북구,정릉3동
ST-562,1316. 고려사대부속중고 건너편 ,127.0028381,37.60726166,0,3,3,성북구,정릉3동
ST-563,1318. 길음역 3번출구 뒤,127.0247879,37.60308456,3,2,5,성북구,길음1동
ST-564,1319. 종암사거리 분수대,127.0332718,37.6030426,4,1,5,성북구,길음1동
ST-655,1321. 국민은행 종암동지점 앞,127.0366669,37.59328842,1,1,2,성북구,종암동
ST-565,1322. 래미안라센트아파트 103동 앞,127.0392761,37.59806824,7,1,8,성북구,종암동
ST-567,1323. 월곡역 입구 육교 밑,127.0402069,37.60043335,0,0,0,성북구,종암동
ST-571,1325. 상월곡역 4번출구,127.0477371,37.60580826,3,0,3,성북구,월곡2동
ST-572,1326. 상월곡역 1번출구,127.0473175,37.60606766,0,1,1,성북구,월곡2동
ST-574,1327. 상월곡역 3번출구,127.0506821,37.60734177,3,0,3,성북구,월곡2동
ST-910,1328. 월곡역 3번출구,127.0416336,37.6026268,3,0,3,성북구,월곡2동
ST-578,1332. 석계역 5번출구 건너편,127.0660934,37.61355591,5,0,5,성북구,석관동
ST-579,1333. 석관초등학교 앞,127.0597992,37.61052322,22,0,22,성북구,석관동
ST-580,1334. 석관동주민센터 앞,127.0613098,37.61299896,5,1,6,성북구,석관동
ST-1200,1336. 성북3교 위,127.0140076,37.59125137,15,1,16,성북구,삼선동
ST-1201,1337. 돈암성당 옆,127.0171356,37.59038162,11,0,11,성북구,동선동
ST-1202,1338. 용문2교 옆,127.020752,37.5868988,13,2,15,성북구,안암동
ST-1203,1339. 삼성전자서비스 성북센터,127.0335083,37.610569,6,0,6,성북구,월곡1동
ST-1204,1340. 광운초등학교 앞,127.0550003,37.61784363,3,1,4,성북구,장위3동
ST-1206,1342. 성북쉼터 앞,126.9979324,37.59261703,10,3,13,성북구,성북동
ST-1207,1343. 한성대7번출구 앞,127.0073776,37.58924866,0,2,2,성북구,성북동
ST-1208,1344. 아리랑시네센터 앞,127.0137024,37.60028839,0,0,0,성북구,돈암2동
ST-1210,1346. 길음8골어린이공원 옆,127.0202484,37.60897827,0,0,0,성북구,길음1동
ST-1211,1347. 길음래미안아파트817동 상가 앞,127.0214996,37.60710526,1,0,1,성북구,길음1동
ST-1212,1348. 성북제일새마을금고 본점 앞,127.0227585,37.60475159,5,5,10,성북구,길음1동
ST-1213,1349. 월계2교 버스정류장 앞,127.0502014,37.62382889,6,1,7,강북구,번3동
ST-1215,1351. 안암2교 옆,127.0241928,37.5794487,8,1,9,성북구,안암동
ST-1216,1352. e 편한세상 보문아파트 내,127.0170975,37.58388138,0,1,1,성북구,보문동
ST-1217,1353. 금호어울림센터힐 내,127.0235519,37.60083008,12,0,12,성북구,돈암1동
ST-1317,1354. 고려대학교 2번출구,127.0361939,37.5907135,28,1,29,성북구,종암동
ST-1347,1355. 보문2교,127.0189133,37.58869934,7,4,11,성북구,보문동
ST-1383,1357. 북한산보국문역,127.0081329,37.61207199,5,0,5,성북구,정릉4동
ST-1384,1358. 정릉도서관 앞,127.010582,37.60478973,4,1,5,성북구,정릉2동
ST-1385,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,127.0450974,37.61980057,13,1,14,강북구,번3동
ST-1386,1360. 정릉역,127.013504,37.60309601,10,1,11,성북구,정릉2동
ST-1424,1361. 홍익중고 입구,127.0022354,37.59296799,14,11,25,성북구,성북동
ST-1454,1362. 보문역6번출구 앞,127.0196686,37.58519745,12,1,13,성북구,보문동
ST-1455,1363. 보문4교 인근,127.0219498,37.58375168,11,0,11,성북구,안암동
ST-1456,1364. 성북동 치안센터 앞,127.0040894,37.59017181,3,0,3,성북구,성북동
ST-1457,1365. 선잠단지 앞,126.9990921,37.5933609,8,3,11,성북구,성북동
ST-1458,1366. 일신초등학교 옆,127.0403824,37.59972,7,0,7,성북구,종암동
ST-1459,1367. 길음문화복합미디어센터,127.0226593,37.60404587,5,12,17,성북구,길음1동
ST-1460,1368. 성신여대입구 교차로,127.0201035,37.59148026,4,2,6,성북구,동선동
ST-1634,1370. 복자사랑 피정의 집,126.9952087,37.59453964,6,1,7,성북구,성북동
ST-1636,1372. KEB은행 고대점,127.031601,37.58644485,0,0,0,성북구,종암동
ST-1637,1373. 성북구보건소 건너편,127.0389786,37.60229111,8,0,8,성북구,월곡1동
ST-1723,1375. 생명의 전화 종합복지관 앞 교차로,127.0373764,37.60390854,0,0,0,성북구,월곡1동
ST-1745,1376. 한국과학기술연구원 중문,127.043808,37.59732056,4,0,4,성북구,월곡2동
ST-1746,1377. 한국과학기술연구원 북문,127.0453415,37.60395813,0,0,0,성북구,월곡2동
ST-2221,1379.길음뉴타운푸르지오아파트 3단지,127.0181732,37.60935974,0,0,0,성북구,길음1동
ST-2222,1380.월곡역 5번출구 앞,127.0412369,37.60108566,8,0,8,성북구,월곡2동
ST-2223,1381.석계역 4번출구 뒤,127.0670013,37.61478424,6,1,7,성북구,석관동
ST-2406,1382.래미안월곡아파트 입구,127.0362701,37.60866547,3,0,3,성북구,월곡1동
ST-2225,1384.성신여대입구역 5번출구,127.0162888,37.59282684,16,9,25,성북구,동선동
ST-2226,1385.성신여대입구역 3번출구 앞,127.0162888,37.59236526,16,2,18,성북구,삼선동
ST-2227,1386.동선고가차도 초입,127.0189667,37.59415817,1,2,3,성북구,동선동
ST-2229,1388. 돈암초교입구 버스정류장(한성대입구역 방면),127.0117035,37.59088135,0,3,3,성북구,삼선동
ST-2231,1390.석관래미안아트리치,127.0616226,37.60646057,17,0,17,성북구,석관동
ST-2232,1391.성북청소년센터,127.0561676,37.61701202,1,2,3,성북구,장위3동
ST-2233,1392.돈암삼성풍림아파트,127.0226288,37.5970993,9,0,9,성북구,돈암1동
ST-2234,1393.돈암육교 하단,127.0214081,37.59802628,1,1,2,성북구,돈암1동
ST-2235,1394.길음뉴타운 래미안9단지,127.0197144,37.60241699,1,2,3,성북구,정릉1동
ST-2236,1395.래미안장위포레카운티(102동),127.0518341,37.61817932,24,0,24,성북구,장위3동
ST-2237,1396.래미안장위퍼스트하이(513동),127.0514526,37.61844254,34,1,35,성북구,장위3동
ST-558,1401. 극동늘푸른아파트,127.0763626,37.61473846,4,0,4,중랑구,묵2동
ST-561,1402. 금란주차장 앞,127.1023331,37.60007095,18,7,25,중랑구,망우본동
ST-566,1403. 중화빌딩 앞 (동부시장),127.0765762,37.59424973,7,3,10,중랑구,중화2동
ST-599,1404. 동일로 지하차도,127.0800324,37.59529877,5,1,6,중랑구,중화2동
ST-568,1405. 망우역 1번출구,127.0929489,37.59909821,4,0,4,중랑구,상봉1동
ST-569,1406. 망우청소년수련관,127.1082687,37.60625076,0,2,2,중랑구,망우본동
ST-847,1407. 먹골역 1번출구 뒤,127.0778885,37.61151123,9,0,9,중랑구,묵1동
ST-570,1408. 먹골역 6번출구 앞,127.0774765,37.61072159,9,0,9,중랑구,묵2동
ST-573,1410. 면목 대원칸타빌아파트,127.0901871,37.57778168,9,2,11,중랑구,면목7동
ST-912,1411. 상봉시장앞 교차로 한성빌딩 앞,127.0867386,37.59254074,1,0,1,중랑구,면목본동
ST-577,1413. 봉화산역 5번출구 뒤,127.0903091,37.61756134,7,1,8,중랑구,묵1동
ST-849,1414. 사가정역 2번출구,127.0882416,37.58098984,4,1,5,중랑구,면목3·8동
ST-850,1416. 상봉역 3번출구,127.0859985,37.59521866,4,1,5,중랑구,상봉2동
ST-583,1418. 새솔초등학교,127.1090164,37.61743927,10,2,12,중랑구,신내1동
ST-585,1420. 신내어울공원 앞,127.097702,37.61394501,4,3,7,중랑구,신내1동
ST-586,1421. 신내역 4번출구,127.1033783,37.61246109,1,1,2,중랑구,신내1동
ST-587,1422. 신내우디안아파트 1단지,127.1064606,37.62009811,0,1,1,중랑구,신내동
ST-588,1424. 양원역 2번출구,127.1077423,37.6063118,14,0,14,중랑구,망우본동
ST-589,1425. 용마문화복지센터,127.0959702,37.58745956,6,1,7,중랑구,면목3·8동
ST-590,1426. 면목도시개발아파트 1동 앞,127.0868225,37.57358932,8,3,11,중랑구,면목4동
ST-852,1427. 용마산역 1번출구,127.0869141,37.57429886,3,0,3,중랑구,면목4동
ST-853,1428. 원묵고등학교,127.085968,37.61602402,0,3,3,중랑구,묵1동
ST-854,1429. 장안중학교,127.0800018,37.59995651,14,1,15,중랑구,중화1동
ST-855,1430. 중랑구청,127.092598,37.60615158,21,1,22,중랑구,신내2동
ST-856,1431. 중랑구청 사거리,127.0954514,37.60649872,2,4,6,중랑구,신내1동
ST-857,1433. 중화역 2번출구,127.0795822,37.60207748,7,1,8,중랑구,중화1동
ST-593,1435. 능산삼거리,127.1007919,37.60868073,1,0,1,중랑구,신내1동
ST-594,1436. 동원베네스트 건물 앞,127.101181,37.60810089,8,1,9,중랑구,신내1동
ST-595,1437. 늘푸른공원 앞,127.0799255,37.5834198,0,1,1,중랑구,면목5동
ST-596,1438. 홈플러스 신내점 앞,127.093483,37.61616898,8,1,9,중랑구,신내2동
ST-942,1440. 면목2동 사거리,127.0800705,37.58637238,2,0,2,중랑구,면목5동
ST-584,1441. 신내능말공원,127.11026,37.61670685,1,0,1,중랑구,신내1동
ST-1093,1442. 중랑구 중소기업 창업센터,127.0798187,37.59859085,18,1,19,중랑구,중화2동
ST-1095,1444. 면목4치안센터,127.0805435,37.57402802,4,1,5,중랑구,면목4동
ST-1096,1445. 용마지구대,127.0793991,37.5799408,0,1,1,중랑구,면목5동
ST-1097,1446. 중랑전화국 교차로,127.0803299,37.59130096,4,0,4,중랑구,면목2동
ST-1098,1447. 면목역 3번출구,127.0872803,37.58890152,18,5,23,중랑구,면목본동
ST-1099,1448. 코스트코 상봉점,127.089798,37.59732056,3,0,3,중랑구,상봉2동
ST-1332,1449. 상봉역 1번출구,127.0858383,37.59655762,19,0,19,중랑구,상봉1동
