stationId,stationName,stationLongitude,stationLatitude,parkingQRBikeCnt,parkingELECBikeCnt,total,goo,dong
ST-1696,1998. 고척교 교차로,126.871521,37.49856949,9,0,9,구로구,구로2동
ST-1732,1999. 수궁동 성당 주변,126.830658,37.49525833,11,0,11,구로구,수궁동
ST-1733,2000. 신도림4차 e편한세상 아파트 1109동 앞,126.8868332,37.5123291,11,0,11,구로구,신도림동
ST-683,2002. 노들역 1번출구,126.9524689,37.51284409,0,0,0,동작구,노량진1동
ST-877,2003. 사육신공원앞,126.9480591,37.51335907,1,0,1,동작구,노량진1동
ST-685,2007. 유한양행앞,126.9342423,37.51293945,20,1,21,동작구,대방동
ST-686,2008. 노량진근린공원 대방공원,126.9280701,37.5093689,16,3,19,동작구,대방동
ST-726,2009. 보라매역 8번출구,126.9210815,37.50007629,3,0,3,동작구,대방동
ST-727,2012. 대림사거리(동작상떼빌아파트),126.9062271,37.48836136,13,0,13,동작구,신대방1동
ST-687,2013. 장승배기역 5번출구,126.9393616,37.50585175,2,0,2,동작구,노량진2동
ST-728,2015. 신대방삼거리역 6번출구쪽,126.9295654,37.49985504,25,2,27,동작구,대방동
ST-690,2020. 장승배기역2번출구뒷편쪽,126.9389877,37.50449753,2,0,2,동작구,상도2동
ST-691,2024. 상도역 1번출구,126.948204,37.50217819,2,3,5,동작구,상도1동
ST-692,2025. 흑석역 1번출구,126.9636154,37.50938034,16,4,20,동작구,흑석동
ST-932,2026. 흑석역 4번출구,126.9634934,37.50858688,16,5,21,동작구,흑석동
ST-693,2027. 중앙대학교 정문 1,126.9591522,37.50704193,13,5,18,동작구,흑석동
ST-923,2032. 이수역 11번출구쪽,126.9816208,37.48550797,20,10,30,동작구,사당2동
ST-729,2033. 사당동 아르테스 웨딩앞,126.9815826,37.48149109,7,0,7,동작구,사당1동
ST-924,2034. 사당역 7번출구쪽,126.9805756,37.47689056,2,2,4,동작구,사당1동
ST-694,2036. 정금마을 마을버스정류장,126.9823914,37.4947052,20,1,21,동작구,사당2동
ST-695,2037. 동작역 5번출구 동작주차공원,126.97715,37.50318909,46,10,56,동작구,사당2동
ST-696,2038. 동작역 7번출구,126.9760895,37.50318146,2,0,2,동작구,사당2동
ST-697,2040. 비계 버스정류소,126.9690781,37.5063591,6,1,7,동작구,흑석동
ST-731,2041. 사당중학교 버스정류소,126.9680481,37.48683548,1,0,1,동작구,사당3동
ST-732,2048. 삼일초등학교 인근,126.9735642,37.48907852,0,0,0,동작구,사당3동
ST-699,2050. 노량진역 5번출구,126.9399719,37.51324844,35,0,35,동작구,노량진1동
ST-700,2054. 삼익아파트,126.9448471,37.51054764,1,0,1,동작구,노량진1동
ST-733,2056. 동작구민 체육센터,126.9165268,37.49449921,13,0,13,동작구,신대방2동
ST-701,2057. 상도 아이파크 아파트,126.9417496,37.5008812,0,0,0,동작구,상도2동
ST-1150,2058. 동작경찰서,126.9435272,37.5135231,16,0,16,동작구,노량진1동
ST-1151,2059. 보라매공원 정문,126.9177933,37.49707794,15,1,16,동작구,신대방2동
ST-1152,2060. 남성역3번출구 뒤,126.97155,37.48463058,4,3,7,동작구,사당4동
ST-1153,2061. 한강 현대아파트 건너편,126.9692307,37.50592804,5,1,6,동작구,흑석동
ST-1154,2062. 사당새마을금고,126.9678421,37.48665237,2,0,2,동작구,사당3동
ST-1355,2064. 흑석한강푸르지오 106동앞,126.9661789,37.50535583,0,3,3,동작구,흑석동
ST-1356,2065. 서울시여성가족재단,126.9270859,37.51198959,4,0,4,동작구,대방동
ST-1542,2066. 양문교회 앞,126.9071121,37.48939896,6,1,7,동작구,신대방1동
ST-1543,2067. 보라매역?동작세무서 버스정류장(강남중학교방면),126.9198685,37.49766922,8,2,10,동작구,신대방2동
ST-1544,2068. 총신대 앞(육교),126.9664764,37.48815918,5,1,6,동작구,사당3동
ST-1667,2069. 숭실대 입구역3번 출구 앞,126.953682,37.4966011,6,1,7,동작구,상도1동
ST-1545,2070. 노량진역 2번 출구 앞,126.9430695,37.51391983,11,0,11,동작구,노량진1동
ST-1742,2071. 대림아파트 후문 상가 옆,126.9719086,37.48886871,20,1,21,동작구,사당3동
ST-2350,2077.노들역 3번출구,126.9541626,37.51193619,9,0,9,동작구,노량진1동
ST-2351,2078.흑석 아크로리버하임(103동),126.9616318,37.51083755,4,0,4,동작구,흑석동
ST-2352,2079.중앙대학교 중앙광장,126.9577789,37.50667191,0,4,4,동작구,흑석동
ST-2353,2080. 대방지하보도(대방동경남아너스빌아파트),126.9254379,37.51213455,3,1,4,동작구,대방동
ST-2355,2082.7호선 이수역7번출구,126.9817963,37.4846077,2,0,2,동작구,사당1동
ST-2356,2083.흑석롯데캐슬에듀포레(107동),126.9607315,37.50470352,0,0,0,동작구,흑석동
ST-2357,2084.e편한세상 상도노빌리티 앞,126.946785,37.50456238,3,0,3,동작구,상도2동
ST-2358,2085.강남중학교 앞,126.9215775,37.50274277,7,1,8,동작구,대방동
ST-2359,2086.삼일수영장 앞,126.9743576,37.48712158,15,0,15,동작구,사당3동
ST-2361,2088.상도중앙하이츠빌 입구,126.9497299,37.50024796,7,0,7,동작구,상도1동
ST-2362,2089.사당역10번출구(금강빌딩),126.9815064,37.4791069,10,0,10,동작구,사당1동
ST-2363,2090.기아자동차 사당점 앞,126.9779205,37.48377991,11,1,12,동작구,사당1동
ST-2364,2091. 이수역9번출구,126.9805908,37.48470306,10,5,15,동작구,사당1동
ST-2365,2092.흑석한강푸르지오(110동),126.9647141,37.50311279,7,1,8,동작구,흑석동
ST-2366,2093.상도SH빌아파트 입구,126.9545975,37.50321198,14,1,15,동작구,상도1동
ST-2367,2094.숭실대학교(중문) ,126.9563751,37.49550629,7,3,10,동작구,상도1동
ST-2368,2095.경문고등학교 앞,126.9824066,37.49150085,13,0,13,동작구,사당2동
ST-2369,2096.서울특별시 동작관악교육지원청,126.9406509,37.50251389,0,0,0,동작구,상도2동
ST-702,2102. 봉림교 교통섬,126.9268875,37.48408508,26,0,26,관악구,신림동
ST-703,2103. 신림동 우방아파트,126.9192734,37.4891777,1,0,1,관악구,신사동
ST-712,2104. 사당역 5번출구,126.9813309,37.47608948,8,3,11,관악구,남현동
ST-704,2105. 미성동 신림체육센터,126.9146042,37.48025131,5,0,5,관악구,미성동
ST-705,2106. 세이브마트,126.9184036,37.47372818,0,0,0,관악구,난곡동
ST-713,2107. 도림천 신화교,126.9364548,37.4754715,5,3,8,관악구,서원동
ST-714,2108. 은천치안센터,126.9431992,37.48334122,5,11,16,관악구,은천동
ST-882,2109. 은천로입구 가로공원,126.9358292,37.48622513,8,4,12,관악구,은천동
ST-950,2110. 조원동 미성아파트,126.9020309,37.48319244,13,0,13,관악구,조원동
ST-965,2111. 서울대입구역 1번출구,126.9533157,37.48086929,6,2,8,관악구,낙성대동
ST-715,2112. 서울대입구역 마에스트로,126.9506455,37.4813385,2,0,2,관악구,청룡동
ST-883,2115. 관악구시설관리공단,126.9028397,37.47991562,19,3,22,관악구,조원동
ST-717,2116. 에이스에이존빌딩,126.9508286,37.48170471,5,0,5,관악구,중앙동
ST-884,2119. 중앙동 동진빌딩,126.9546967,37.48425674,11,0,11,관악구,중앙동
ST-719,2122. 낙성대로 입구,126.960495,37.47805786,0,0,0,관악구,낙성대동
ST-707,2127. 난곡종점,126.9194794,37.46488571,9,0,9,관악구,난향동
ST-720,2128. 관악구청교차로,126.9525833,37.47916412,0,0,0,관악구,낙성대동
ST-721,2129. 낙성대 과학전시관,126.9581451,37.46905518,5,2,7,관악구,낙성대동
ST-722,2130. 영어마을 관악캠프,126.9584274,37.47198868,10,0,10,관악구,낙성대동
ST-723,2137. KT&G 관악지점,126.9365311,37.48490143,0,1,1,관악구,은천동
ST-951,2139. 서울신성초등학교,126.9370194,37.4711647,2,0,2,관악구,서림동
ST-724,2140. 신림1교 교차로,126.9318619,37.47842789,26,4,30,관악구,서원동
ST-885,2141. 미림여고입구 교차로,126.9334106,37.47229385,0,0,0,관악구,서림동
ST-886,2143. 서울산업정보학교,126.9421997,37.4706955,0,0,0,관악구,대학동
ST-709,2144. 난우길입구,126.9167557,37.47777557,3,0,3,관악구,미성동
ST-725,2145. 은천초등학교 육교,126.9429245,37.48635864,1,0,1,관악구,은천동
ST-887,2148. 낙성대역 3번출구 뒤,126.9633942,37.47702789,0,0,0,관악구,인헌동
ST-952,2156. 신림푸르지오아파트,126.9093247,37.48072052,7,0,7,금천구,독산3동
ST-1156,2159. 인헌초교,126.9592285,37.47509003,4,1,5,관악구,낙성대동
ST-1259,2164. 관악우체국,126.9328766,37.48476791,9,4,13,관악구,신림동
ST-1260,2165. JK장평타워,126.9653626,37.47648239,0,0,0,관악구,행운동
ST-1262,2167. 낙성대역 1번출구,126.9649582,37.47629547,0,0,0,관악구,인헌동
ST-1264,2169. 봉천역 2번출구,126.942131,37.48218918,3,0,3,관악구,청룡동
ST-1265,2170. 조원동 강남힐병원,126.9120331,37.48152924,0,0,0,관악구,조원동
ST-1337,2171. 서울대입구역 5번출구,126.9520035,37.48154831,13,1,14,관악구,중앙동
ST-1267,2172. 나들목공원,126.9445114,37.46940613,8,3,11,관악구,대학동
ST-1268,2173. 당곡사거리,126.9274674,37.48974991,9,0,9,관악구,보라매동
ST-1269,2174. 삼성디지털프라자관악점,126.9284821,37.48856354,0,0,0,관악구,신림동
ST-1270,2175. 신림동걷고싶은문화의거리입구,126.9287033,37.48730087,7,1,8,관악구,신림동
ST-1357,2176. 보라매공원 보도육교,126.9163818,37.48899078,11,0,11,관악구,신사동
ST-1546,2177. 신대방역 2번 출구,126.9130173,37.48712921,25,3,28,동작구,조원동
ST-1547,2178. 서울대학교 정문,126.9493256,37.46709442,18,1,19,관악구,대학동
ST-1548,2179. 양녕로 입구,126.9461594,37.48218918,10,0,10,관악구,은천동
ST-1678,2183. 동방1교,126.9339218,37.47182846,2,1,3,관악구,서림동
ST-1702,2184. 구암초등학교 버스정류장,126.9459229,37.48949051,1,1,2,관악구,은천동
ST-1757,2185. 대학동 고시촌,126.938652,37.47046661,6,0,6,관악구,대학동
ST-2370,2186. 낙성대입구삼거리,126.95961,37.4788208,2,0,2,관악구,행운동
ST-2371,2187. 현대시장사거리,126.9475174,37.4867363,0,0,0,관악구,중앙동
ST-2373,2189. 봉천역 4번출구,126.9414063,37.48275375,8,2,10,관악구,은천동
ST-2374,2190.도원맨션,126.9391556,37.48368835,7,8,15,관악구,은천동
ST-2375,2191.대학동주민센터 ,126.9364853,37.47068787,1,0,1,관악구,대학동
ST-2379,2195.은천교회,126.9345093,37.48464584,9,0,9,관악구,청룡동
ST-2380,2196. 봉천역 3번출구,126.9390259,37.4833107,3,3,6,관악구,청룡동
ST-2382,2198.사랑의병원,126.9569321,37.47946548,8,3,11,관악구,낙성대동
ST-2383,2199.신봉천주유소 A,126.9586945,37.47877121,0,0,0,관악구,낙성대동
ST-741,2201. 본마을 정류소 앞,127.0514832,37.4532814,6,1,7,서초구,내곡동
ST-742,2202.청계산입구역 1번출구,127.0543747,37.44893646,17,0,17,서초구,내곡동
ST-925,2203. 청계산입구역 2번출구,127.0550156,37.44765854,6,0,6,서초구,양재2동
ST-743,2205. 내곡3단지 어린이공원 앞,127.0593796,37.45375061,1,0,1,서초구,내곡동
ST-744,2206. 언남초등학교 앞,127.0621033,37.45435715,2,2,4,서초구,내곡동
ST-926,2207. 내곡파출소 뒤 정자,127.0649262,37.45440674,0,1,1,서초구,내곡동
ST-745,2210. 반포1동 주민센터 앞,127.0131073,37.50509644,14,0,14,서초구,반포동
ST-927,2211. 서초구립반포도서관 앞,127.0123138,37.50263596,17,1,18,서초구,반포동
ST-746,2212.서초현대4차아파트 201동 맞은편,127.0186157,37.50065231,2,0,2,서초구,서초4동
ST-747,2213. 고속터미널역 5번출구 앞,127.0022583,37.5022316,3,0,3,서초구,반포2동
ST-748,2214. 신반포역 2번출구 앞,126.9974899,37.50411606,3,1,4,서초구,반포2동
ST-928,2215. 반포종합운동장 입구,126.9954758,37.5017128,2,3,5,서초구,반포동
ST-750,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",127.0039444,37.50619888,17,0,17,서초구,반포3동
ST-752,2221. 방일초교 마을버스 정류장,126.9946823,37.48561096,6,9,15,서초구,방배동
ST-753,2222.사당역 12번출구 뒤,126.9820328,37.47806931,9,4,13,서초구,방배동
ST-754,2223. 방배래미안 정문 앞,126.9830093,37.47261047,15,3,18,서초구,방배동
ST-755,2225.백석예술대학교 제3캠퍼스 앞,126.9952469,37.4737587,1,1,2,서초구,방배동
ST-756,2226. 신동아럭스빌아파트 앞,127.0013886,37.47518158,5,2,7,서초구,방배동
ST-757,2227.방배열린문화센터 앞,126.9925232,37.48905182,1,2,3,서초구,방배동
ST-758,2228.뒷벌공원 옆,126.986763,37.48976898,12,5,17,서초구,방배본동
ST-759,2229.로고스교회 맞은 편,126.9849625,37.48701096,5,1,6,서초구,방배동
ST-760,2230.이수역 4번 출구,126.9826279,37.4858284,1,1,2,동작구,사당2동
ST-761,2231. 삼성타운(삼성생명) A동 맞은편,127.0249634,37.49691391,9,9,18,서초구,서초동
ST-762,2233. 서초신동아1차아파트 옆,127.0229569,37.49111176,0,1,1,서초구,서초1동
ST-763,2235.KT 서초지사 앞,127.0027008,37.48215866,4,2,6,서초구,서초동
ST-764,2237.서울남부터미널 대합실 입구,127.0148697,37.48455811,14,0,14,서초구,서초3동
ST-765,2239.교대역 6번출구,127.0137863,37.49421692,4,6,10,서초구,서초동
ST-766,2241.양재전화국 사거리,127.0417023,37.48537827,1,0,1,강남구,도곡동
ST-767,2242.양재역 11번 출구 앞,127.0341797,37.48398972,2,0,2,서초구,양재동
ST-768,2243.서울가정법원,127.0367279,37.48149109,9,0,9,서초구,양재1동
ST-769,2244.교육개발원입구 교차로,127.0389099,37.47785187,16,10,26,서초구,양재1동
ST-770,2245.양재초등학교 맞은편,127.03051,37.47361374,5,10,15,서초구,양재1동
ST-889,2246. 서울시 품질시험소 앞,127.029007,37.46920013,14,6,20,서초구,양재1동
ST-771,2247.섬들근린공원,127.026619,37.46263885,9,3,12,서초구,양재1동
ST-929,2248. 서초리슈빌S 글로벌 앞,127.0247421,37.45995331,0,3,3,서초구,양재1동
ST-880,2249. 우솔초등학교 맞은편,127.0193481,37.45623398,8,0,8,서초구,양재1동
ST-881,2250. 서초유치원 맞은편,127.0162888,37.4557991,3,0,3,서초구,양재1동
ST-781,2251. 더케이호텔 입구(양재2) ,127.0344772,37.46750641,2,0,2,서초구,양재동
ST-890,2252. 잔디마을 마을버스 정류장,127.0360413,37.46332169,0,0,0,서초구,양재동
ST-772,2255.시민의숲역 1번출구 옆,127.03862,37.47016525,10,4,14,서초구,양재2동
ST-773,2256.양재동 꽃시장 입구,127.0403595,37.46768951,0,1,1,서초구,양재2동
ST-774,2257. 청계산 입구 삼거리,127.0461121,37.46268845,2,6,8,서초구,내곡동
ST-775,2258.구룡사 삼거리,127.0505905,37.47153854,6,2,8,서초구,양재2동
ST-780,2259. 잠원역 3번-4번 출구사이 ,127.0111771,37.51298904,2,10,12,서초구,잠원동
ST-776,2262. 한신16차아파트 119동 앞,127.0092087,37.5161972,3,0,3,서초구,잠원동
ST-879,2263. 바우뫼문화복지회관,127.0268402,37.47192764,1,1,2,서초구,양재1동
ST-935,2264. 이수역 1번출구,126.9827194,37.48897171,6,1,7,서초구,방배동
ST-949,2265. 이수고가차도 남단,126.9830627,37.49474335,17,5,22,서초구,방배동
ST-1158,2266. 서초역 3번출구,127.0081635,37.49053955,1,3,4,서초구,서초동
ST-1160,2268. 서초4동주민센터 ,127.0222702,37.50231934,5,2,7,서초구,서초동
ST-1161,2269. 주홍교 하부,127.0160523,37.51034927,10,0,10,서초구,반포1동
ST-1162,2270. 서초포레스타 7단지,127.0577393,37.44896698,7,6,13,서초구,내곡동
ST-1163,2271. 내방역 8번출구 앞,126.9941177,37.48802185,2,4,6,서초구,방배동
ST-1164,2272. 교대입구 교차로,127.010582,37.4873085,20,0,20,서초구,서초3동
ST-1165,2273. 일동제약 사거리,127.038269,37.47782898,11,3,14,서초구,양재1동
ST-1166,2274. 양재시민의숲역 3번출구,127.0396118,37.46965027,6,0,6,서초구,양재2동
ST-1167,2275. 염곡치안센터 건너편,127.0490723,37.46149445,4,0,4,서초구,내곡동
ST-1168,2276. 영동1교 (양재천근린공원),127.0389023,37.47438812,1,3,4,서초구,양재동
ST-1169,2277. 길마중4교 하부,127.0156021,37.51483917,5,3,8,서초구,잠원동
ST-1305,2279. 교대역 5번출구뒤,127.014183,37.49361801,1,8,9,서초구,서초1동
ST-1306,2280. 서울서초고용센터앞,127.0109711,37.48416138,4,0,4,서초구,서초동
ST-1307,2281. 연세사랑병원신관앞,126.9862824,37.47597885,1,1,2,서초구,방배동
ST-1309,2283. 그룹한빌딩옆,126.9891663,37.48652649,9,3,12,서초구,방배동
ST-1310,2284. CJ오쇼핑앞,126.9868012,37.4681015,6,0,6,서초구,방배2동
ST-1311,2285. LH서초3단지 301동 맞은편,127.0226517,37.45742416,2,1,3,서초구,양재1동
ST-1312,2286. 탑성마을입구,127.0558853,37.4585495,0,0,0,서초구,내곡동
ST-1313,2287. 능안마을입구,127.0671005,37.45561981,7,0,7,서초구,내곡동
ST-1314,2288. 안골마을입구,127.0644531,37.45560837,1,0,1,서초구,내곡동
ST-1315,2289. 남태령역 2번출구,126.9885254,37.46429825,15,0,15,서초구,방배동
ST-1360,2293. SPC 앞,127.0369949,37.48479843,0,0,0,강남구,도곡1동
ST-1361,2294. 두상빌딩 앞,127.0462418,37.47590637,10,3,13,서초구,양재동
ST-1404,2297. 남부터미널역 1번출구,127.0159226,37.485672,7,3,10,서초구,서초3동
ST-1405,2298. 래미안서초스위트앞,127.0216065,37.50241089,1,1,2,서초구,서초동
ST-1406,2299. 한전아트센터 앞,127.0280609,37.48646927,0,1,1,서초구,서초동
ST-777,2301. 현대고등학교 건너편,127.0217896,37.52407074,12,1,13,강남구,압구정동
ST-787,2302. 교보타워 버스정류장(신논현역 3번출구 후면),127.0242767,37.5055809,8,4,12,강남구,논현동
ST-788,2303. 논현역 10번출구,127.0214615,37.51137161,8,3,11,강남구,논현동
ST-789,2304. 대현그린타워,127.0356522,37.5116272,0,0,0,강남구,논현동
ST-790,2305. MCM 본사 직영점 앞,127.0345078,37.52064133,5,0,5,강남구,논현2동
ST-791,2306. 압구정역 2번 출구 옆,127.028717,37.5271225,9,0,9,강남구,신사동
ST-792,2307. 압구정 한양 3차 아파트,127.0390167,37.52838135,6,1,7,강남구,압구정동
ST-793,2308. 압구정파출소 앞,127.0355988,37.52930069,5,1,6,강남구,압구정동
ST-783,2309. 청담역(우리들병원 앞),127.0493851,37.51890182,5,0,5,강남구,청담동
ST-794,2310. 청담동 맥도날드 옆(위치),127.0401764,37.52361298,11,1,12,강남구,청담동
ST-786,2311. 학동로 래미안 아파트 앞,127.0430222,37.51777267,6,2,8,강남구,청담동
ST-795,2312. 청담역 13번 출구 앞,127.0563278,37.52058029,6,0,6,강남구,청담동
ST-796,2313. 금원빌딩 앞,127.0524674,37.52511597,14,1,15,강남구,청담동
ST-798,2314. 청담나들목입구,127.0610352,37.52127457,0,0,0,강남구,삼성1동
ST-799,2315. 봉은사역 5번출구 옆,127.0611191,37.51424789,11,1,12,강남구,삼성동
ST-784,2317. 삼성도로공원,127.0662003,37.51588821,6,0,6,강남구,삼성동
ST-801,2318. 삼성중앙역4번출구(문화센터더 리빌),127.0550308,37.51357651,27,0,27,강남구,삼성동
ST-802,2319. 포스코사거리 서측(수협 삼성동 지점),127.0546799,37.50660706,19,7,26,강남구,삼성2동
ST-803,2320. 도곡역 대치지구대 방향,127.0569687,37.4919281,9,1,10,강남구,대치동
ST-804,2321. 학여울역 사거리,127.0694428,37.49611664,3,2,5,강남구,대치2동
ST-806,2323. 주식회사 오뚜기 정문 앞,127.0672073,37.50221252,7,5,12,강남구,대치동
ST-807,2324. 천주교 대치 2동 교회 옆,127.0662231,37.50043869,7,1,8,강남구,대치2동
ST-808,2325. 대치삼성아파트 앞 교차로,127.0593185,37.4986496,3,3,6,강남구,대치동
ST-809,2326. 대치동 삼성로,127.0587997,37.50239563,14,1,15,강남구,대치4동
ST-810,2327. 뱅뱅사거리 랜드마크타워 앞,127.0314636,37.49055099,6,6,12,강남구,역삼동
ST-811,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,127.0427322,37.50321198,2,0,2,강남구,역삼동
ST-812,2329. 르네상스호텔사거리 역삼지하보도 2번출구,127.04319,37.50235748,3,0,3,강남구,역삼2동
ST-813,2330. 역삼월드메르디앙아파트 앞,127.0394592,37.49219894,3,4,7,강남구,역삼1동
ST-814,2331. 동영문화센터앞,127.0446014,37.49805069,2,0,2,강남구,역삼동
ST-815,2332. 선릉역3번출구,127.0490799,37.50400925,6,0,6,강남구,대치4동
ST-816,2333. 양재역 3번출구 주변,127.0340729,37.48515701,3,0,3,강남구,도곡동
ST-817,2334. 삼호아파트 2동 ( 간선도로),127.0458984,37.49375916,9,3,12,강남구,도곡1동
ST-818,2335. 3호선 매봉역 3번출구앞,127.0467606,37.48676682,7,4,11,강남구,도곡동
ST-819,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,127.0474625,37.49423599,5,0,5,강남구,도곡2동
ST-782,2337. 대모산입구역 2번출구 앞,127.0719757,37.49207687,9,1,10,강남구,개포2동
ST-820,2339. 현대아파트 정문 앞,127.0522995,37.48326111,2,2,4,강남구,개포동
ST-821,2340. 삼호물산버스정류장(23370) 옆,127.0451737,37.47750854,10,8,18,강남구,개포동
ST-822,2341. 일원역 4~5번 출구 사이,127.0849381,37.4833107,11,5,16,강남구,일원본동
ST-823,2342. 대청역 1번출구  뒤,127.0795136,37.49400711,12,0,12,강남구,개포3동
ST-778,2343. 세곡사거리 대왕파출소 앞,127.1077271,37.46531677,9,1,10,강남구,세곡동
ST-779,2344. 리엔파크 2단지 앞,127.1011963,37.46506119,8,0,8,강남구,세곡동
ST-961,2347. 두산건설 본사,127.0354004,37.51863861,0,0,0,강남구,논현동
ST-797,2348. 포스코사거리(기업은행),127.0568543,37.50723267,34,9,43,강남구,삼성동
ST-959,2349. 역삼빌딩 앞(하나은행 옆),127.0385666,37.50154495,7,0,7,강남구,역삼1동
ST-960,2350. 래미안그레이튼102동앞,127.047905,37.49482346,7,0,7,강남구,역삼동
ST-937,2351. 청소년수련관(수영장)앞,127.0890274,37.48387909,3,3,6,강남구,일원본동
ST-962,2352. 서울본부세관(건설회관 앞),127.0350266,37.51758957,0,0,0,강남구,논현동
ST-963,2353. 강남구청역 2번출구 뒤,127.0404739,37.51681137,0,0,0,강남구,논현2동
ST-953,2354. 청담역 2번출구,127.0567627,37.51978683,0,0,0,강남구,삼성1동
ST-954,2356. 강남구청,127.0471191,37.51807022,16,0,16,강남구,삼성동
ST-966,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),127.0427704,37.50194931,2,0,2,강남구,역삼2동
ST-957,2358. 구룡초사거리 (현대아파트10동 앞 ),127.0539169,37.48138428,3,1,4,강남구,개포1동
ST-958,"2359. 국립국악중,고교 정문 맞은편",127.0503769,37.47560501,1,0,1,강남구,개포4동
ST-956,2360. 도곡1동 주민센터 교차로,127.0413895,37.4928093,5,1,6,강남구,도곡동
ST-1171,2362. 신사동 가로수길 입구,127.0224533,37.51763535,6,1,7,강남구,신사동
ST-1172,2363. 강남 을지병원 교차로,127.0275192,37.51913834,1,1,2,강남구,논현동
ST-1173,2364. 도산공원교차로,127.0318985,37.52124023,1,0,1,강남구,신사동
ST-1174,2365. K+ 타워 앞,127.038475,37.52330017,5,2,7,강남구,신사동
ST-1177,2368. 도곡동 경남아파트 건너편,127.0412979,37.48934174,0,0,0,강남구,도곡동
ST-1178,2369. KT선릉타워,127.0528717,37.50542831,2,0,2,강남구,대치동
ST-1179,2370. 한티역 3번출구,127.0542984,37.49655151,4,2,6,강남구,대치동
ST-1180,2371. 한국우편사업진흥원,127.0351334,37.51474762,0,0,0,강남구,논현동
ST-1181,2372. 대치역 사거리,127.063797,37.49449921,5,1,6,강남구,대치2동
ST-1182,2373. 개포동역 사거리,127.0655747,37.48927689,1,5,6,강남구,개포동
ST-1184,2375. 수서역 1번출구 앞,127.1009979,37.48735046,22,1,23,강남구,일원본동
ST-1186,2377. 수서역 5번출구,127.1023254,37.48735046,8,0,8,강남구,수서동
ST-1245,2380. 삼성동베이직하우스앞,127.0493469,37.51169586,6,10,16,강남구,삼성동
ST-1246,2381. 언주역 6번출구앞,127.034523,37.50636673,1,0,1,강남구,역삼1동
ST-1247,2382. 역삼동 sk뷰 501동앞,127.0504684,37.50134277,7,1,8,강남구,대치4동
ST-1248,2383. 보금자리정원,127.0948868,37.46632767,4,2,6,강남구,세곡동
ST-1364,2384. 자곡사거리,127.1059418,37.47602844,6,0,6,강남구,세곡동
ST-1365,2385. 학동역,127.0301514,37.51395035,0,0,0,강남구,논현동
ST-1366,2386. 크린랩 본사,127.0409088,37.50958633,1,0,1,강남구,논현동
ST-1407,2387. 래미안강남힐즈 사거리,127.096077,37.47245407,15,5,20,강남구,세곡동
ST-1433,2388. 강남구 도시관리공단,127.0516129,37.51678467,0,3,3,강남구,삼성동
ST-1559,2389. 경기여자고등학교 후문 (삼성로3길 입구),127.0672379,37.48616028,4,3,7,강남구,개포동
ST-1560,2390. 구룡마을 입구 (래미안블레스티지 아파트),127.0630417,37.48088074,5,0,5,강남구,개포2동
ST-1561,2391. 구룡터널 입구(개포1단지아파트),127.0596237,37.47598648,0,0,0,강남구,개포1동
ST-1562,2392. 구룡산 입구 (구룡산 서울둘레길 입구),127.0554504,37.47447205,2,2,4,강남구,개포동
ST-1563,2393. 구룡사 앞 교차로 (보도육교),127.0513382,37.47200012,0,0,0,강남구,개포4동
ST-1564,2394. 개포래미안포레스트아파트 107동 앞,127.0542603,37.48029709,16,0,16,강남구,개포동
ST-1565,2395. 개포1단지아파트 입구 (보도육교),127.0557327,37.47929001,7,1,8,강남구,개포1동
ST-1566,2396. 영동3교 북단(우성캐릭터 앞 보도),127.0510483,37.48574066,5,0,5,강남구,도곡동
ST-1568,2398. 더라움,127.0394516,37.50811005,0,0,0,강남구,역삼동
ST-1571,2401. 밀알학교 입구 (삼성서울병원 입구),127.0826721,37.48656082,21,1,22,강남구,일원본동
ST-1573,2403. 공무원연금매점 교차로 (개포주공9단지 입구),127.0745392,37.48871994,7,3,10,강남구,개포2동
ST-1574,2404. 대모산입구역 4번 출구 앞,127.0731583,37.49180984,29,3,32,강남구,개포3동
ST-1575,2405. 청담공원앞 교차로,127.0508499,37.51871109,3,1,4,강남구,삼성1동
ST-1576,2406. 논현동 광명빌딩 앞,127.0236435,37.5175705,5,2,7,강남구,논현1동
ST-1578,2408. 강남한양수자인아파트,127.1132736,37.4773407,3,0,3,강남구,세곡동
ST-1679,2409. 역삼동 디오슈페리움 (우성아파트 사거리),127.0307465,37.49206161,10,5,15,강남구,역삼동
ST-1680,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),127.0337524,37.49959946,0,0,0,강남구,역삼동
ST-1703,2411. 세곡동 성당,127.1122284,37.47296906,3,0,3,강남구,세곡동
ST-1704,2412. 일원1동 주민센터,127.0882263,37.49170303,0,3,3,강남구,일원1동
ST-1879,2413.도곡역 1번 출구,127.0549851,37.49095917,22,2,24,강남구,도곡동
ST-1880,2414. 도곡역 아카데미스위트 앞,127.0518265,37.48897171,13,1,14,강남구,도곡동
ST-1881,2415.한티역 롯데백화점 앞,127.0534287,37.49667358,5,0,5,강남구,대치동
ST-1882,2416.한티역 6번 출구,127.0521927,37.4958992,16,0,16,강남구,도곡2동
